-2.3944333	-2.0322852	-1.3107198	-0.32149613	0.50476795	0.5392476	0.32211557	0.28229436	-0.578379	-0.51390547
0.7883512	-2.9793699	1.4957807	-0.7427928	1.3781536	0.5429097	0.8211114	0.01811748	-1.4753873	-0.20982987
-0.72604156	-2.0679276	2.0604227	1.0811269	0.06142061	1.3945209	1.446468	-0.16437604	0.8352231	1.0399119
-0.70052665	1.5894232	1.23253	-1.2050346	-0.60652936	-1.0065293	2.53272	-0.33741254	1.6903342	-0.8533581
0.41595152	-0.30564985	1.0951815	-1.5314579	0.7677713	0.9014679	-0.82022774	-1.5340384	1.0780708	-0.45250273
0.26429147	-1.6853075	-0.7058243	0.47152945	-1.466713	1.1085085	-1.7234507	-0.0925939	-1.18091	0.5246316
-0.75267214	1.2329364	0.00013755259	2.0443664	0.6087663	0.66321707	1.824417	1.4910568	-1.381296	0.91718763
-0.6432886	-0.7461659	2.3074179	0.73848224	0.3792587	2.7806501	-2.1885278	0.19689237	2.1039975	-1.1346526
-0.5951833	-0.00031964734	0.87278324	-1.4981534	-2.7788901	0.54619026	-0.13701789	1.1847107	0.78691155	-0.3633509
1.0364581	2.0430954	-2.295416	0.048827022	1.421	-0.7451686	2.1974623	-0.40863335	2.203725	-0.40233412
0.7288933	0.65273595	0.5399809	-0.56987375	-0.31046405	1.9907012	0.21432231	1.3905257	2.1449056	-1.1817443
1.1917456	1.1418921	2.0327318	-2.3121595	0.2585539	1.3095099	2.0557356	0.048656467	2.7493207	0.1853384
-1.3016886	1.6273822	-0.5585088	0.56327796	0.19215104	0.86896896	1.8298875	0.66745865	2.550947	1.4953234
-0.62579626	2.0141988	2.0366132	-1.8026869	1.387296	0.99158126	0.27094132	0.82466	0.72347134	-1.3022705
-0.39756164	0.4694582	-0.982321	0.25036538	0.13251144	1.1649483	0.9098619	-0.8603417	-0.0031334788	-1.4152964
0.32385737	1.221659	-0.30624446	0.74895406	0.9514321	-0.98302394	-0.32701442	-2.036732	1.0595492	-1.3872632
-0.47900808	2.0920882	1.9243681	0.65321684	0.5697359	1.5279603	0.71844316	-1.232884	3.579633	0.23563026
0.7761688	0.40665647	-0.7879033	0.9956075	1.2310508	1.9688392	2.669206	0.47825983	0.6513659	-0.43993792
2.3759356	1.0392015	1.2667233	-1.607412	0.09006953	-0.9390689	1.4389572	0.28432304	1.4389327	-0.49954203
1.3321499	-1.7090544	-0.25497186	-0.5975857	-1.158157	-0.47500443	-1.817262	3.0831046	1.1500361	-1.7666997
-1.5705194	-0.116505876	0.81782025	-1.75333	2.2279723	0.5338377	-0.6368643	-0.43459004	-1.5782554	1.4827173
-0.6859034	2.633487	3.2588413	2.292695	-0.8882987	-1.0575929	0.16801566	-0.09056193	0.6499266	-1.9425578
0.4744212	-2.150596	-1.3587089	1.0203001	0.3694073	0.1579992	2.4196157	0.8907002	1.360066	-0.80462384
0.55949444	0.6296512	0.40461355	-0.919822	0.395824	0.75878066	-0.7075767	1.0238912	3.081705	-0.33669677
-0.80805767	0.6788737	0.8518043	-2.0947964	0.015370294	-0.9547424	0.33040196	-0.6995386	-1.9437293	0.029773252
1.9797562	0.622005	-0.89650655	-0.9651619	0.9269284	2.2960846	1.2737691	-2.2459044	-0.07860443	-0.80559635
